user_id,company,address,job,type
182363,ห้างหุ้นส่วนจำกัด ดุริยพันธุ์,"115/45 ถนนบินดี, ห้างหุ้นส่วนจำกัด ดุริยพันธุ์",Software Engineer,workplace
182694,บริษัท เขียวขุ้ย จำกัด,"6 ถ.ถนัดรบ, บริษัท เขียวขุ้ย จำกัด",DevOps Engineer,workplace
865005,ธาราธรอิมปอร์ตเอ็กซปอร์ต,"15 หมู่ 43 ถนนธรรมสถิตไพศาล, ธาราธรอิมปอร์ตเอ็กซปอร์ต",Cybersecurity Analyst,workplace
662662,บริษัท นิลวิมล จำกัด,"85 หมู่ 19 ถ.ถนัดรักษา, บริษัท นิลวิมล จำกัด",Cloud Architect,workplace
299988,บริษัท ปรีชากุลเศรษฐ์อิมปอร์ตเอ็กซปอร์ต จำกัด,"4/9 ซอยดาวกระจาย, บริษัท ปรีชากุลเศรษฐ์อิมปอร์ตเอ็กซปอร์ต จำกัด",ตำรวจ,workplace
884279,ห้างหุ้นส่วนสามัญ ไชยภา,"369/31 ถ.ศรีสัตย์, ห้างหุ้นส่วนสามัญ ไชยภา",วีเจ,workplace
359531,บริษัท ธุวะนุติ์ซัพพลาย จำกัด,"954/3 ถ.นุชแนวนุ่ม, บริษัท ธุวะนุติ์ซัพพลาย จำกัด",นักมายากล,workplace
243189,ทันยุควิศวการ,"26 หมู่ 8 ถนนบุญศล, ทันยุควิศวการ",Data Scientist,workplace
623813,หจก.ขอหมั่นกลางและบุตร,"259/3 ถ.นาคสุทิน, หจก.ขอหมั่นกลางและบุตร",ผู้กำกับละครโทรทัศน์,workplace
423700,บริษัท นามขำก่อสร้าง จำกัด,"510/70 ถนนยะผา, บริษัท นามขำก่อสร้าง จำกัด",Software Engineer,workplace
387124,หจก.ถนิมมาศ,"4/7 ถ.ถุงเงิน, หจก.ถนิมมาศ",นักสืบ,workplace
245989,บริษัท นิระหานีเซอร์วิส จำกัด (มหาชน),"94/4 ถนนบุญญาภิรมย์, บริษัท นิระหานีเซอร์วิส จำกัด (มหาชน)",นักการทูต,workplace
319985,บริษัท ไตรบรรพเฟอร์นิเจอร์ จำกัด,"442/3 ถนนธัญเสถียร, บริษัท ไตรบรรพเฟอร์นิเจอร์ จำกัด",Data Scientist,workplace
713285,บริษัท ทองประดิฐ จำกัด,"53 ถนนทับทิมไทย, บริษัท ทองประดิฐ จำกัด",Cybersecurity Analyst,workplace
363646,บริษัท นาคะนคร จำกัด (มหาชน),"928/3 ถนนธูปหอม, บริษัท นาคะนคร จำกัด (มหาชน)",Software Engineer,workplace
831164,ศิวะวรเวท-ศรทอง,"56/9 ถนนธีวร, ศิวะวรเวท-ศรทอง",Cybersecurity Analyst,workplace
485359,สมาคมทรัพย์ธำรงค์,"58/54 ถนนนิละทัต, สมาคมทรัพย์ธำรงค์",Mobile App Developer,workplace
625212,เขียวอ่อนกลการ,"18 หมู่ 80 ถ.ถนัดการเขียน, เขียวอ่อนกลการ",Mobile App Developer,workplace
312571,บจก.นิลสลัวเอนเตอรไพรส์,"591/1 ถ.หนักแน่น, บจก.นิลสลัวเอนเตอรไพรส์",DevOps Engineer,workplace
167146,มูลนิธิบุญศล,"72 หมู่ 0 ถนนตันตราจิณ, มูลนิธิบุญศล",Full-Stack Developer,workplace
978124,ห้างหุ้นส่วนจำกัด นุตตาร,"5/4 ถนนทวนทอง, ห้างหุ้นส่วนจำกัด นุตตาร",นักกฎหมาย,workplace
512107,บริษัท ตันเผ่าบรรจุภัณฑ์ จำกัด,"43/19 ซ.บุญญาภิรมย์, บริษัท ตันเผ่าบรรจุภัณฑ์ จำกัด",DevOps Engineer,workplace
342671,ชมรมประจันตะเสน,"12 ถ.มนทอง, ชมรมประจันตะเสน",Cybersecurity Analyst,workplace
591856,ห้างหุ้นส่วนจำกัด นาควงษ์,"6/5 ถ.ทรัพย์สาร, ห้างหุ้นส่วนจำกัด นาควงษ์",DevOps Engineer,workplace
183422,สมาคมนิติสาขา,"318/21 ถ.นวลเพ็ง, สมาคมนิติสาขา",เภสัชกร,workplace
119754,ห้างหุ้นส่วนสามัญ ดาบเงินวิศวกรรม,"84/6 ถนนธุวะนุติ์, ห้างหุ้นส่วนสามัญ ดาบเงินวิศวกรรม",DevOps Engineer,workplace
603532,ธัญาโภชน์และร่มธิติรัตน์,"85 หมู่ 2 ถนนแถมธน, ธัญาโภชน์และร่มธิติรัตน์",นายแบบ,workplace
159696,บริษัท คณานุรักษ์ จำกัด,"84/5 ถนนนะวะมันดร, บริษัท คณานุรักษ์ จำกัด",Cybersecurity Analyst,workplace
595206,หจก.แต้กุลเอ็นจิเนียริ่ง,"71 หมู่ 1 ถนนทองอยู่, หจก.แต้กุลเอ็นจิเนียริ่ง",AI Researcher,workplace
677919,ตันเผ่าซัพพลาย,"118/7 ถ.ถาวรายุศม์, ตันเผ่าซัพพลาย",Full-Stack Developer,workplace
875707,บริษัท ขอหมั่นกลางวิศวกรรม จำกัด,"3/7 ถ.ถมังรักษสัตว์, บริษัท ขอหมั่นกลางวิศวกรรม จำกัด",DevOps Engineer,workplace
742922,บริษัท หิรัญสาลี จำกัด,"3/0 ถ.ดุริยพันธุ์, บริษัท หิรัญสาลี จำกัด",DevOps Engineer,workplace
753449,ห้างหุ้นส่วนจำกัด กุมารบุญ,"995 ถนนเขียวอ่อน, ห้างหุ้นส่วนจำกัด กุมารบุญ",Backend Developer,workplace
692518,บริษัท ตระกูลบุญคอมมิวนิเคชั่น จำกัด,"292/54 ถ.น้ำทิพย์, บริษัท ตระกูลบุญคอมมิวนิเคชั่น จำกัด",Cloud Architect,workplace
271517,บริษัท โพธิสัตย์ จำกัด,"2/0 ถนนทองประดิฐ, บริษัท โพธิสัตย์ จำกัด",Backend Developer,workplace
367384,ห้างหุ้นส่วนจำกัด ถนอมมนุษย์,"93 ถ.ตันตราจิณ, ห้างหุ้นส่วนจำกัด ถนอมมนุษย์",Mobile App Developer,workplace
570830,ห้างหุ้นส่วนสามัญ เธียรายัน,"6 ถ.พรมอ่อน, ห้างหุ้นส่วนสามัญ เธียรายัน",จ๊อกกี้,workplace
164176,บริษัท เยาวธนโชคเอ็นจิเนียริ่ง จำกัด,"78 หมู่ 8 ถนนพรสีมา, บริษัท เยาวธนโชคเอ็นจิเนียริ่ง จำกัด",นักโภชนาการ,workplace
760373,ห้างหุ้นส่วนสามัญ นครเทพวิศวกรรม,"774 ถ.ถะเกิงชศ, ห้างหุ้นส่วนสามัญ นครเทพวิศวกรรม",Backend Developer,workplace
598202,หิรัญสาลีการค้า,"20 ถ.หนุนสุข, หิรัญสาลีการค้า",Mobile App Developer,workplace
816820,บริษัท นำธวัช จำกัด,"51/68 ถ.ศาสตร์ศิลป์, บริษัท นำธวัช จำกัด",Cybersecurity Analyst,workplace
224552,ดาบเพ็ชร์และบุนยะศัพท์,"17/0 ถนนบุนยะศัพท์, ดาบเพ็ชร์และบุนยะศัพท์",Cybersecurity Analyst,workplace
162851,บริษัท ไชยภาจิวเวลรี่ จำกัด,"07 ถนนแต้กุล, บริษัท ไชยภาจิวเวลรี่ จำกัด",Full-Stack Developer,workplace
111141,บริษัท ตวงทองพานิช จำกัด,"859/5 ถ.ธูปะวิโรจน์, บริษัท ตวงทองพานิช จำกัด",Mobile App Developer,workplace
833140,บินดีเอเยนซี,"589 ถนนถนัดภาษา, บินดีเอเยนซี",Mobile App Developer,workplace
496636,บริษัท พานเกล้าวิศวการ จำกัด,"6/7 ถนนนิยมเซียม, บริษัท พานเกล้าวิศวการ จำกัด",ทหารบก,workplace
694059,บริษัท พีระเพ็ญกุลเฟอนิชชิ่ง จำกัด,"19/7 ถนนธัญเสถียร, บริษัท พีระเพ็ญกุลเฟอนิชชิ่ง จำกัด",Mobile App Developer,workplace
540525,นครเทพและทหารแท้,"18 หมู่ 97 ถนนดิศดใน, นครเทพและทหารแท้",Software Engineer,workplace
284374,บริษัท นิลวิมลอินเตอร์เนชั่นแนล จำกัด,"90 หมู่ 3 ถนนนฤภัย, บริษัท นิลวิมลอินเตอร์เนชั่นแนล จำกัด",Cybersecurity Analyst,workplace
155493,บริษัท ดาบเงินกลการ จำกัด,"672/01 ถ.ดาวอร่าม, บริษัท ดาบเงินกลการ จำกัด",Backend Developer,workplace
742017,ห้างหุ้นส่วนจำกัด นิลเสนาเฟอร์นิเจอร์,"81 หมู่ 7 ซ.ตรีครุธพันธุ์, ห้างหุ้นส่วนจำกัด นิลเสนาเฟอร์นิเจอร์",Cloud Architect,workplace
133334,บริษัท ธุวะนุติ์,"9 ถนนคณานุรักษ์, บริษัท ธุวะนุติ์",นักดาราศาสตร์,workplace
622439,บริษัท ไม้แดงเฟอร์นิเจอร์ จำกัด (มหาชน),"43 ถนนตันตราจิณ, บริษัท ไม้แดงเฟอร์นิเจอร์ จำกัด (มหาชน)",AI Researcher,workplace
600583,บจก.ดาบเพ็ชร์คอมมิวนิเคชั่น,"34 หมู่ 36 ถนนตั้งเผ่า, บจก.ดาบเพ็ชร์คอมมิวนิเคชั่น",Cybersecurity Analyst,workplace
197389,ห้างหุ้นส่วนจำกัด นิยมธรรม,"1 ถ.นามเสวตร, ห้างหุ้นส่วนจำกัด นิยมธรรม",Full-Stack Developer,workplace
878467,ห้างหุ้นส่วนจำกัด นิลสุวรรณ์,"36 หมู่ 3 ถนนแถมธน, ห้างหุ้นส่วนจำกัด นิลสุวรรณ์",Full-Stack Developer,workplace
962561,ห้างหุ้นส่วนจำกัด สาระพันธ์,"02/7 ถนนธัญาโภชน์, ห้างหุ้นส่วนจำกัด สาระพันธ์",AI Researcher,workplace
393747,ห้างหุ้นส่วนสามัญ บุญศลเอ็นจิเนียริ่ง,"8 ถนนนานายน, ห้างหุ้นส่วนสามัญ บุญศลเอ็นจิเนียริ่ง",แพทย์,workplace
889306,ห้างหุ้นส่วนจำกัด ตวันเยี่ยม,"76/5 ถนนถนิมมาศ, ห้างหุ้นส่วนจำกัด ตวันเยี่ยม",Data Scientist,workplace
448266,บริษัท ธูปะวิโรจน์ จำกัด,"60/83 ถนนถนัดการยนต์, บริษัท ธูปะวิโรจน์ จำกัด",Software Engineer,workplace
343642,สมาคมธัญาโภชน์,"31/94 ซ.ดวงทับทิม, สมาคมธัญาโภชน์",DevOps Engineer,workplace
247995,บมจ.ศรีตะวัน,"720/16 ถนนทหารแท้, บมจ.ศรีตะวัน",นักการศึกษา,workplace
776366,บมจ.นามเสวตร,"831/9 ถนนตันตราจิณ, บมจ.นามเสวตร",Software Engineer,workplace
544236,บริษัท สงประเสริฐบริการ จำกัด,"2/5 ซ.หอมพิกุล, บริษัท สงประเสริฐบริการ จำกัด",นักสังคมวิทยา,workplace
393163,หจก.นุ่มกัน,"44/60 ถนนเลิศกิ่ง, หจก.นุ่มกัน",Full-Stack Developer,workplace
512935,เตมิยะเดช-สงประเสริฐ,"49 หมู่ 84 ถนนเธียรายัน, เตมิยะเดช-สงประเสริฐ",ค้าขาย,workplace
618076,บจก.ทรงโกมลขนส่ง,"90 หมู่ 6 ถนนนาคะนคร, บจก.ทรงโกมลขนส่ง",นักประดิษฐ์,workplace
201438,สมาคมตราชู,"52/75 ถ.พานเกล้า, สมาคมตราชู",Software Engineer,workplace
655930,บจก.ศิวะวรเวทเฟอนิชชิ่ง,"03 หมู่ 50 ถ.ถาวรรัตน, บจก.ศิวะวรเวทเฟอนิชชิ่ง",Mobile App Developer,workplace
456393,บริษัท ดาบเพ็ชร์ก่อสร้าง จำกัด,"91 หมู่ 9 ถนนทวนไชย์, บริษัท ดาบเพ็ชร์ก่อสร้าง จำกัด",นักสัตววิทยา,workplace
644105,บริษัท ตัณสถิตย์บรรจุภัณฑ์ จำกัด (มหาชน),"339/8 ถนนดาวกระจาย, บริษัท ตัณสถิตย์บรรจุภัณฑ์ จำกัด (มหาชน)",Full-Stack Developer,workplace
613610,บริษัท นิติสาขา จำกัด,"76/65 ถนนพรสีมา, บริษัท นิติสาขา จำกัด",Data Scientist,workplace
918304,บริษัท นุ่มกันวิศวการ จำกัด,"75 หมู่ 32 ถ.ถมังรักษสัตว์, บริษัท นุ่มกันวิศวการ จำกัด",Mobile App Developer,workplace
133281,บริษัท ดัตพันธุ์อะไหล่ยนต์ จำกัด,"324/9 ถ.อุ่นอก, บริษัท ดัตพันธุ์อะไหล่ยนต์ จำกัด",AI Researcher,workplace
213875,บมจ.ทองปากน้ำขนส่ง,"11 ถนนทองปากน้ำ, บมจ.ทองปากน้ำขนส่ง",Cloud Architect,workplace
689667,หจก.ศรีอุ่นภาพยนตร์,"27 หมู่ 3 ถนนทองลาภ, หจก.ศรีอุ่นภาพยนตร์",Software Engineer,workplace
126455,ถนัดหัตถกรรม-ถนัดภาษา,"81 หมู่ 7 ถ.ซูสารอ, ถนัดหัตถกรรม-ถนัดภาษา",Cybersecurity Analyst,workplace
351929,หจก.ไสยกิจซัพพลาย,"73 หมู่ 86 ถ.นครเทพ, หจก.ไสยกิจซัพพลาย",Mobile App Developer,workplace
796029,บริษัท นาคพันธุ์ขนส่ง จำกัด,"0 ถนนเนื้อนุ่ม, บริษัท นาคพันธุ์ขนส่ง จำกัด",Software Engineer,workplace
382692,สมาคมศรีเผด็จ,"164/61 ถนนศรีตะวัน, สมาคมศรีเผด็จ",Software Engineer,workplace
584705,ถ้วนศรีคอมพิวเตอร์,"563 ถนนซูสารอ, ถ้วนศรีคอมพิวเตอร์",Software Engineer,workplace
663703,บจก.ขอหมั่นกลางการช่าง,"24 หมู่ 7 ถ.ดุริยพันธุ์, บจก.ขอหมั่นกลางการช่าง",ข้าราชการ,workplace
764538,บริษัท แท่นทอง จำกัด,"9 ถนนน้ำทิพย์, บริษัท แท่นทอง จำกัด",AI Researcher,workplace
489471,บริษัท ถนอมพล จำกัด,"27 หมู่ 15 ถนนศรทอง, บริษัท ถนอมพล จำกัด",สถาปนิก,workplace
536304,บจก.นิยมเซียม,"5 ถ.เนื่องนนท์, บจก.นิยมเซียม",DevOps Engineer,workplace
762736,มูลนิธิทองสุกเลิศ,"06 หมู่ 58 ถนนนุ่มกัน, มูลนิธิทองสุกเลิศ",Cloud Architect,workplace
458980,หจก.ธรรมทินนา,"28/1 ถ.ไทไชโย, หจก.ธรรมทินนา",นักชีววิทยา,workplace
320884,ห้างหุ้นส่วนจำกัด เนื่องนนท์,"29/4 ถนนทวีเดช, ห้างหุ้นส่วนจำกัด เนื่องนนท์",นักดาราศาสตร์,workplace
562233,สมาคมบุตดา,"64/6 ถนนถาวรายุศม์, สมาคมบุตดา",นักบิน,workplace
170458,บมจ.แก้วชลคราม,"0/2 ถนนยะผา, บมจ.แก้วชลคราม",Cybersecurity Analyst,workplace
634706,บริษัท ดาบเพ็ชร์ซัพพลาย จำกัด,"411/2 ถ.นิยมสำหรวจ, บริษัท ดาบเพ็ชร์ซัพพลาย จำกัด",DevOps Engineer,workplace
436327,บริษัท พงศ์ฉบับนภาเซอร์วิส จำกัด,"21/8 ถ.ไชยภา, บริษัท พงศ์ฉบับนภาเซอร์วิส จำกัด",AI Researcher,workplace
186936,หจก.อัตตนาถ,"67 ถ.ตัณสถิตย์, หจก.อัตตนาถ",นักชีววิทยา,workplace
381922,บริษัท ทองแท้บรรจุภัณฑ์ จำกัด,"841/20 ถ.ดีตพันธุ์, บริษัท ทองแท้บรรจุภัณฑ์ จำกัด",Backend Developer,workplace
556848,คำลืออะไหล่ยนต์,"167 ถ.ไตรบรรพ, คำลืออะไหล่ยนต์",Software Engineer,workplace
571468,ธนาคารนักสำหรวจคอมมิวนิเคชั่น จำกัด (มหาชน),"956/3 ถ.นาฏคายี, ธนาคารนักสำหรวจคอมมิวนิเคชั่น จำกัด (มหาชน)",Mobile App Developer,workplace
895062,หจก.แน่นดุจป้อมแอนด์ซันส์,"59 ถนนนากกนก, หจก.แน่นดุจป้อมแอนด์ซันส์",DevOps Engineer,workplace
698740,ปรีชากุลเศรษฐ์-นับเนื่องนอ,"13 หมู่ 8 ถนนนฤภัย, ปรีชากุลเศรษฐ์-นับเนื่องนอ",Data Scientist,workplace
843081,หจก.แก้วชลครามวิศวกรรม,"41 หมู่ 4 ถนนถ้วนศรี, หจก.แก้วชลครามวิศวกรรม",Cloud Architect,workplace
436768,บริษัท ธนประทีปวิศวกรรม จำกัด,"83/6 ถ.นิระหานี, บริษัท ธนประทีปวิศวกรรม จำกัด",Data Scientist,workplace
551759,นิษประปัญจ์และตวงทอง,"31/00 ถ.ทองเนื้อดี, นิษประปัญจ์และตวงทอง",Data Scientist,workplace
944543,บมจ.ดีตพันธุ์,"01 ถ.บุญส่ง, บมจ.ดีตพันธุ์",Data Scientist,workplace
763006,บริษัท ตวงทองเฟอร์นิเจอร์ จำกัด,"29 ถนนไตรบรรพ, บริษัท ตวงทองเฟอร์นิเจอร์ จำกัด",Mobile App Developer,workplace
359633,ธนาคารทวนทองและเพื่อน จำกัด,"0 ถ.นกทอง, ธนาคารทวนทองและเพื่อน จำกัด",Mobile App Developer,workplace
587177,บริษัท จันอ้น จำกัด (มหาชน),"53 ถนนแท่นทอง, บริษัท จันอ้น จำกัด (มหาชน)",Mobile App Developer,workplace
