friend_id,user1_id,user2_id
914380,218570,221720
377081,218570,476680
433851,218570,960273
319637,218570,395546
382513,218570,512356
200096,218570,624072
860842,218570,852303
509304,218570,286857
172191,218570,181637
912408,218570,454988
724643,218570,723240
517593,218570,148192
383539,218570,927460
909710,218570,426699
542111,218570,350626
910589,218570,910137
205844,218570,541460
326654,218570,622050
115274,218570,579178
920214,218570,802872
741138,218570,946452
610341,218570,334756
463329,218570,858931
952332,218570,233190
321722,218570,473375
542629,218570,127459
893338,218570,368687
579010,218570,713908
355610,218570,785975
155671,218570,255589
715423,218570,660198
538327,218570,690737
639595,218570,636573
704246,218570,667074
652486,218570,742676
137622,218570,613040
578569,218570,503733
240814,218570,770681
447761,218570,881247
123554,686026,111141
901682,686026,412117
361941,686026,149120
161149,686026,244596
196742,686026,437829
390446,686026,870753
305330,686026,494631
807535,686026,571508
408968,795583,159964
635425,795583,378035
300831,795583,687165
586847,795583,573996
375710,795583,777327
212089,795583,275107
605248,795583,674730
959066,795583,958035
560227,795583,386445
722305,468449,139061
623245,468449,437829
946992,468449,463431
996642,468449,404662
176675,468449,652569
175190,382369,119754
132196,382369,165894
305474,382369,436052
780612,382369,957744
940037,382369,676538
872209,382369,352002
233417,382369,118311
551454,382369,359402
298576,182363,807448
432980,182363,754430
451260,182363,243189
393488,182363,623813
570839,182363,713285
388047,182363,833140
139888,182363,796029
770334,182363,895062
439005,182363,944543
767281,182363,418591
600694,182363,337415
299463,182363,195453
592345,182363,981172
900590,182363,794048
264720,182363,321170
994699,182363,718121
835892,182363,833827
639146,182363,512356
776406,182363,573816
900738,182363,669597
284937,182363,377424
424693,182363,181637
656900,182363,443017
596066,182363,957387
823919,182363,623055
781247,182363,927782
732294,182363,187176
882039,182363,751098
244606,182363,671141
425457,182363,394046
456985,182363,811811
175956,182363,366461
920426,182363,772613
396648,182363,400420
127210,182363,348629
350779,182363,411780
762407,182363,345468
265529,182363,846907
757507,182363,373609
798113,182363,783454
922541,182363,638619
927563,182363,201901
517148,182363,796892
553131,182363,643899
993362,182363,851404
203348,182694,542528
360212,182694,716435
460345,182694,793510
629228,182694,360844
449075,182694,738231
740582,865005,477099
621868,865005,800302
257504,865005,382692
881921,865005,987779
577597,865005,377424
522305,865005,957387
470368,865005,927782
480237,865005,984791
889415,865005,734063
673055,865005,643899
793873,662662,117595
920861,662662,663703
577361,662662,698740
326339,662662,838998
346611,662662,212634
184809,662662,279621
600839,662662,354870
394131,662662,248496
439874,662662,566015
340169,662662,892140
127464,299988,831164
732769,299988,224552
618051,299988,560738
651280,299988,159964
972504,299988,399324
266856,299988,618975
804339,299988,665743
976087,299988,213812
657728,299988,881889
153102,299988,876384
633840,884279,167017
168294,884279,663703
834651,884279,310398
694900,884279,293953
796910,884279,773204
923162,884279,913521
730687,884279,118311
863789,884279,636960
360017,884279,704460
736707,359531,315601
235036,359531,247995
913754,359531,679100
861603,359531,275107
850599,359531,931186
765602,359531,584437
715655,359531,727075
874399,243189,477099
171516,243189,800302
764304,243189,328594
917834,243189,713285
187132,243189,133334
571405,243189,655930
878416,243189,133281
886464,243189,382692
563910,243189,895062
575854,243189,944543
767760,243189,204411
173557,243189,923272
995324,243189,140751
599466,243189,753675
688522,243189,159628
728249,243189,294692
362042,243189,718121
905959,243189,913733
308904,243189,407516
978404,243189,181637
610011,243189,443017
591696,243189,638028
421311,243189,957387
482178,243189,330505
255612,243189,394046
150083,243189,811811
739582,243189,600238
648375,243189,150812
111423,243189,431996
558305,243189,991848
884526,243189,212819
832546,243189,400420
569772,243189,946452
458306,243189,120471
593536,243189,554123
657447,243189,775527
997683,243189,366197
225421,243189,262378
872970,243189,855693
981630,243189,251506
249692,243189,283718
508898,243189,645589
475666,243189,967410
929318,243189,582150
555635,243189,636573
826558,243189,943725
394928,243189,881247
214514,623813,415271
133052,623813,724805
416316,623813,768706
594264,623813,437829
662216,423700,244846
901967,423700,644186
140511,423700,283989
240611,387124,319985
356923,387124,837555
399461,387124,630990
472945,387124,557515
155987,387124,496580
150017,387124,263987
922237,387124,582612
934585,387124,243075
912287,387124,560187
376252,245989,243189
983736,245989,598202
274066,245989,622439
653627,245989,382692
468748,245989,381922
183649,245989,718042
892377,245989,987779
474210,245989,426300
112843,245989,504692
933325,245989,996317
732911,245989,706110
216018,245989,223163
240801,245989,227867
827905,245989,496182
333602,245989,961104
675322,245989,753675
522577,245989,598147
200008,245989,476680
576102,245989,669597
287080,245989,368996
595985,245989,852303
569151,245989,345430
538180,245989,286857
792628,245989,903832
504472,245989,853583
751351,245989,723240
396285,245989,623055
784399,245989,557703
304473,245989,847477
718952,245989,438132
948337,245989,979660
709378,245989,541460
423813,245989,622050
377341,245989,946452
847450,245989,334756
656130,245989,554123
167427,245989,733773
612093,245989,233190
183385,245989,855693
501404,245989,785975
624928,245989,690737
918586,245989,589560
593659,245989,328706
730717,245989,244424
129391,245989,727075
603680,245989,881247
547991,245989,435354
631586,319985,889306
791233,319985,220931
199307,319985,698749
742096,319985,205958
522519,319985,136555
542082,319985,456894
379858,319985,123389
775387,713285,243189
674162,713285,981172
263727,713285,651283
226207,713285,187176
175636,713285,120471
999992,713285,554123
531299,713285,366197
204324,713285,368687
391769,713285,990829
838428,713285,435354
914273,363646,807448
210990,363646,218570
756077,363646,243189
534373,363646,245989
845485,363646,776366
112049,363646,418591
345551,363646,718042
507977,363646,522622
563865,363646,426300
133566,363646,204411
793651,363646,489279
764002,363646,636559
889422,363646,598147
149549,363646,419344
250129,363646,669597
435066,363646,368996
704227,363646,181637
258868,363646,853583
385241,363646,927782
912869,363646,160915
506638,363646,302758
536458,363646,313970
457193,363646,910137
917431,363646,991848
835555,363646,370026
567259,363646,802872
547875,363646,177755
187764,363646,334756
654415,363646,120471
472170,363646,233190
803621,363646,360844
548969,363646,127459
973319,363646,262378
826916,363646,373609
265837,363646,713908
765957,363646,283718
357186,363646,690737
280405,363646,589560
937606,363646,636573
861050,363646,727075
476090,363646,742676
711862,363646,422251
619208,363646,770681
725355,363646,881247
952970,363646,435354
372014,831164,866909
445581,831164,309915
272500,831164,274112
160877,831164,378035
732679,831164,865618
483349,485359,881491
322736,485359,299988
490284,485359,212549
919021,485359,632986
407829,485359,455163
553076,485359,348902
558940,485359,876384
338098,485359,316454
812089,625212,457314
367608,625212,686982
315095,625212,636095
920927,625212,865618
704322,625212,600375
531858,625212,163112
729108,625212,694333
118679,312571,591856
986888,312571,918304
252474,312571,307710
350077,312571,567169
858482,312571,347985
753247,312571,867563
202808,312571,947181
906678,312571,791043
432068,167146,211931
876623,167146,951430
334781,167146,596557
618717,167146,674730
768050,167146,584437
268988,167146,386445
700437,978124,600694
714528,978124,201438
483147,978124,639513
600854,978124,832532
227432,978124,705283
700580,978124,677007
446854,512107,838213
843946,512107,485359
748105,512107,495249
638707,512107,889222
126314,512107,244826
625757,512107,573780
155964,512107,195718
129788,512107,881889
672477,512107,283989
813699,512107,243403
712715,342671,400105
358968,342671,334416
788030,342671,443145
636227,342671,255792
159840,591856,644105
726316,591856,725461
562956,591856,741114
264518,591856,443108
988436,591856,177755
334611,591856,233190
499708,591856,909409
805781,183422,570830
310939,183422,843081
351598,183422,417471
573245,183422,611697
290907,183422,929261
853140,183422,801306
721909,183422,874810
650795,183422,651477
142331,183422,714203
193094,183422,832532
206535,119754,501121
807840,119754,445581
672804,119754,113758
292349,603532,142035
227506,603532,146078
603023,603532,180709
199325,603532,293953
937529,603532,689864
905234,603532,557515
991087,159696,796746
957440,159696,964971
619485,159696,307710
327930,159696,170363
148615,159696,417930
547017,159696,947181
206494,159696,836969
638265,159696,316454
317440,595206,760801
816116,595206,815006
623656,595206,209943
875312,595206,838307
149441,595206,616081
276473,595206,821477
809203,677919,662662
913155,677919,348339
331519,677919,344699
374345,677919,904475
365691,677919,248328
533420,677919,351976
322479,677919,625850
607908,677919,737574
588691,677919,537863
502679,875707,222136
196592,875707,679100
582170,875707,496182
184500,875707,613040
837141,742922,673947
743861,742922,218570
894218,742922,247995
929265,742922,381922
422740,742922,851420
788726,742922,636095
955783,742922,987500
691843,742922,931186
780009,742922,360844
147927,742922,947181
463928,742922,756465
952246,742922,799725
897664,753449,833140
838404,753449,915422
706356,753449,377424
648220,753449,358395
964658,753449,212819
830049,753449,362393
364357,753449,253674
751706,753449,308087
367829,692518,159696
417690,692518,540525
657976,692518,551759
648706,692518,244846
341352,692518,632986
855398,692518,286727
920139,692518,582612
222105,692518,839534
825224,692518,925370
809000,271517,941881
120779,271517,625212
170773,271517,309915
684141,271517,315925
509967,271517,209656
238078,271517,628262
982876,271517,629629
711703,271517,201906
757260,271517,548730
629624,271517,457695
775869,271517,267847
580039,367384,413368
674030,367384,892231
313310,367384,492283
298057,367384,466577
834124,367384,260744
481706,367384,786455
661461,367384,462544
536319,367384,830084
845740,570830,337415
811035,570830,386497
440307,570830,270705
284415,570830,140751
309288,570830,407516
230323,570830,573138
466453,570830,599779
284670,164176,126455
670531,164176,137940
861744,164176,928885
692567,164176,458856
246799,164176,767601
655706,164176,935974
472856,164176,243075
414487,164176,336158
716855,164176,560187
877810,760373,675687
676804,760373,447142
148337,760373,837555
773987,760373,325869
625567,760373,738051
991900,760373,588090
730873,760373,630990
684755,760373,126586
366434,760373,244826
347307,760373,166938
562264,760373,461777
808272,760373,973913
673363,760373,286727
298197,760373,929488
221882,760373,611297
634891,598202,132273
411212,598202,800302
947301,598202,762974
802557,598202,496636
477480,598202,133281
678084,598202,382692
149537,598202,622867
225791,598202,522622
953638,598202,907841
992306,598202,891175
247843,598202,477746
857661,598202,598147
428997,598202,159628
250596,598202,718121
644188,598202,825129
869897,598202,669597
786183,598202,368996
998388,598202,773669
559759,598202,594507
214103,598202,623055
615868,598202,927782
924956,598202,122878
723994,598202,212819
946538,598202,348629
235345,598202,665988
613567,598202,318448
155976,598202,775527
489695,598202,783454
530889,598202,636573
909233,598202,435354
980364,816820,117595
514464,816820,815006
938296,816820,231506
826932,816820,994471
481358,816820,780226
698404,816820,552191
883202,816820,614171
553805,816820,616081
558101,816820,892140
113553,224552,182694
794231,224552,591856
628044,224552,170458
634032,224552,773879
124008,224552,601689
226785,224552,293799
357346,224552,266711
797462,224552,947181
806458,224552,694333
117665,162851,141277
405421,162851,501264
659119,162851,762974
609635,162851,182363
406097,162851,796029
765180,162851,382692
219074,162851,944543
864391,162851,418591
460298,162851,373496
201868,162851,195453
359058,162851,915422
919434,162851,140751
149403,162851,794048
765598,162851,825129
607813,162851,381532
718147,162851,853583
702789,162851,749090
358562,162851,672618
928651,162851,330505
951199,162851,187176
419516,162851,910137
134048,162851,811811
849788,162851,622050
276519,162851,212819
705610,162851,734063
869114,162851,302977
130577,162851,348629
253588,162851,345468
873796,162851,506303
751818,162851,120471
240202,162851,775527
876472,162851,366197
424424,162851,368687
758532,162851,262378
333009,162851,951221
989047,162851,645589
750992,162851,638619
137655,162851,201901
246805,162851,665300
726966,162851,881247
467105,162851,404454
443588,111141,335853
237930,111141,753449
877024,111141,343642
241459,111141,588585
526938,111141,195453
224399,111141,611697
240359,111141,412117
860806,111141,573138
297809,111141,651477
502263,111141,858447
639269,111141,573959
172256,111141,427771
988504,111141,870753
571770,111141,643899
718692,833140,944543
816975,833140,927782
172037,833140,775527
907318,833140,912142
266314,496636,350156
225840,496636,415271
423680,496636,800302
214928,496636,328594
813759,496636,182363
321493,496636,865005
239883,496636,162851
130161,496636,270705
465921,496636,794048
592593,496636,244596
841805,496636,445632
388636,496636,122878
342833,496636,984791
622552,496636,120471
914992,694059,678895
567340,694059,577655
626121,694059,873013
546778,694059,981928
280984,694059,835631
518408,694059,805310
251623,694059,993622
688787,540525,692518
465625,540525,731086
817747,540525,865618
306547,540525,456894
140759,540525,873013
922860,540525,618975
703486,540525,370314
223734,540525,981928
846029,540525,998119
699908,540525,466860
752674,540525,328781
509898,540525,876384
490687,540525,731129
915097,284374,457314
304855,284374,220931
817539,284374,596557
624218,284374,753530
462225,284374,817033
533307,284374,620719
544988,155493,142627
217137,155493,775878
643316,155493,899873
411280,155493,603347
881315,155493,838307
894171,155493,594561
595719,742017,875330
270500,742017,904475
479165,742017,436301
518218,742017,138233
318737,742017,352002
685340,742017,140868
841296,742017,537863
738689,133334,762974
479951,133334,328594
978216,133334,598202
814450,133334,162851
699629,133334,689667
830584,133334,643370
623564,133334,639175
832998,133334,655374
840873,133334,223163
537021,133334,794048
267062,133334,159628
600965,133334,345430
587795,133334,903832
220528,133334,672618
474325,133334,394046
233858,133334,150812
118948,133334,431996
216717,133334,411780
690523,133334,120471
125071,133334,855693
135325,133334,713908
701281,133334,690737
830823,133334,328706
443257,133334,667074
609361,622439,865005
187634,622439,713285
196745,622439,598202
220411,622439,133334
479527,622439,655930
987288,622439,140751
353248,622439,598147
460036,622439,981172
686625,622439,651283
999269,622439,294692
744862,622439,833827
167438,622439,377424
700847,622439,443017
432407,622439,330505
433293,622439,910137
772582,622439,671141
742523,622439,431996
214109,622439,400420
932719,622439,846907
585353,622439,665988
183717,622439,582716
432659,622439,788788
201244,622439,318448
939151,622439,775527
681398,622439,308629
393431,622439,366197
639756,622439,785975
698864,622439,967410
698887,622439,990829
373685,622439,665300
524509,600583,382369
887495,600583,985313
148392,600583,767601
756738,600583,142900
808015,197389,571468
900873,197389,985313
329523,197389,546216
273174,197389,137940
953430,197389,899879
781334,197389,262599
796530,197389,501121
769628,197389,445581
361950,197389,899873
525561,197389,158358
670537,197389,248496
193538,197389,476356
284916,197389,213035
708843,878467,634706
987333,878467,560738
637949,878467,366266
369093,878467,873013
212838,878467,170363
210912,878467,275107
807745,878467,936019
264956,878467,793510
951087,878467,674730
541843,878467,805445
854353,878467,738231
828586,962561,319985
665640,962561,642246
154256,962561,828761
361064,962561,937320
968843,962561,277950
351126,962561,964971
975883,962561,456894
388755,962561,255372
201546,962561,573780
863075,962561,578488
520497,962561,348902
286854,962561,925370
577525,393747,603532
220823,393747,899879
833952,393747,165894
618131,393747,971991
973834,393747,767601
732342,393747,896305
584056,393747,579517
546641,393747,253554
836378,393747,336158
444874,889306,817517
492781,889306,540525
704842,889306,560738
970061,889306,254301
716586,889306,750782
937967,448266,679100
778482,448266,920004
796684,448266,846645
241103,448266,867563
981026,448266,861733
390761,448266,554123
494063,448266,690737
356724,448266,742676
858429,448266,951184
890893,343642,562233
428482,343642,643025
961790,247995,182694
819771,247995,330642
906472,247995,699097
634979,247995,372172
764496,247995,364680
442953,247995,619763
310139,247995,624072
906316,247995,966111
255027,247995,741114
492718,247995,839534
580871,776366,795467
358628,776366,345430
198051,776366,160915
134947,776366,255589
304758,776366,949011
774319,544236,318106
249518,544236,968723
611451,544236,724805
155436,544236,431999
828991,544236,358395
405025,544236,656024
901295,544236,832532
160735,544236,652569
171935,544236,643025
419898,393163,838213
464910,393163,828761
993477,393163,534042
292363,393163,325869
145348,393163,495249
739679,393163,729143
465269,393163,209656
225891,393163,632986
325567,393163,791288
461759,393163,914481
545760,393163,328781
495777,393163,114365
245461,393163,679238
962593,512935,556848
954736,512935,604459
634440,512935,616081
840772,512935,269061
892174,512935,777766
314015,512935,307657
388274,618076,468449
517771,618076,443017
126164,618076,984791
473437,618076,645589
751373,618076,464392
996079,201438,611697
674099,201438,139061
658184,201438,651477
953285,201438,404662
579942,201438,494631
133870,655930,218570
443361,655930,245989
607877,655930,363646
775929,655930,598202
449307,655930,776366
513979,655930,536304
610219,655930,622867
900280,655930,643370
618914,655930,724873
582748,655930,489279
736124,655930,996317
317229,655930,636559
167319,655930,227867
291157,655930,500673
229106,655930,496182
297720,655930,598147
933469,655930,419344
931771,655930,713014
913918,655930,718121
810088,655930,345430
428027,655930,181637
513234,655930,376135
809362,655930,853583
188276,655930,723240
310327,655930,623055
914084,655930,557703
212968,655930,148192
277016,655930,438132
600040,655930,979660
356853,655930,414734
214749,655930,150812
964602,655930,370026
825164,655930,579178
768075,655930,177755
861468,655930,334756
721053,655930,846907
282055,655930,120471
164242,655930,858931
697304,655930,554123
472402,655930,775527
901426,655930,733773
350867,655930,308629
602886,655930,360844
823211,655930,262378
176343,655930,785975
677559,655930,636573
201237,655930,799725
844216,655930,244424
970787,655930,727075
613889,655930,613040
971458,456393,222603
118647,456393,985313
957580,456393,546216
891031,456393,864341
819820,456393,276226
272270,456393,884626
366651,456393,255792
175625,456393,788057
729464,644105,457314
537514,644105,601689
160525,644105,150619
542671,644105,873013
864642,644105,987500
235412,644105,793510
654461,644105,998119
161350,613610,279621
291462,613610,884626
719454,613610,262439
126363,918304,470473
463814,918304,616707
269436,918304,244328
979256,918304,150619
983402,918304,734675
208553,918304,947181
808503,918304,909409
498125,133281,527562
569020,133281,762974
929413,133281,328594
705796,133281,865005
787689,133281,162851
575407,133281,895062
914437,133281,622867
433094,133281,643370
279843,133281,373496
368092,133281,961104
985521,133281,431999
916842,133281,153705
652795,133281,159628
752029,133281,988950
282130,133281,833827
961207,133281,913733
786142,133281,959304
201399,133281,773669
154315,133281,853583
780666,133281,957387
126458,133281,623055
948709,133281,433329
357815,133281,694172
878700,133281,751098
152977,133281,122878
862779,133281,394046
983143,133281,280615
425033,133281,622050
787840,133281,991848
263994,133281,400420
704042,133281,348629
745760,133281,846907
462126,133281,582716
743883,133281,506303
399663,133281,318448
748889,133281,775527
567360,133281,733773
414009,133281,262378
516432,133281,707354
590134,133281,645589
702187,133281,638619
144966,133281,912142
534464,133281,851404
207644,133281,943725
850644,133281,881247
