like_id,post_id,user_id,datetime
512851,363715,763783,2024-02-01 03:17:29
395433,363715,690737,2024-02-01 03:29:29
540145,363715,308426,2024-02-01 03:56:29
571120,363715,348902,2024-02-01 04:12:29
365535,363715,638619,2024-02-01 03:22:29
894273,363715,990829,2024-02-01 03:39:29
968853,363715,683875,2024-02-01 03:47:29
796711,363715,777766,2024-02-01 03:36:29
383362,363715,667074,2024-02-01 03:44:29
952161,363715,262439,2024-02-01 03:45:29
184405,363715,742676,2024-02-01 03:25:29
481054,363715,259287,2024-02-01 03:22:29
640022,363715,255792,2024-02-01 03:20:29
318090,363715,464392,2024-02-01 03:37:29
690270,363715,114365,2024-02-01 03:39:29
285953,363715,131820,2024-02-01 03:53:29
348106,363715,435354,2024-02-01 03:27:29
520702,363715,130897,2024-02-01 03:32:29
970871,363715,404454,2024-02-01 04:15:29
424388,145016,184352,2024-09-06 06:32:00
499235,145016,864972,2024-09-06 07:19:00
468111,145016,807448,2024-09-06 06:33:00
468420,145016,328684,2024-09-06 06:38:00
751476,145016,780660,2024-09-06 06:24:00
962254,145016,800302,2024-09-06 07:12:00
202531,145016,457314,2024-09-06 06:28:00
388372,145016,762974,2024-09-06 07:14:00
177767,145016,542528,2024-09-06 08:19:00
322205,145016,328594,2024-09-06 06:39:00
694821,145016,218570,2024-09-06 06:23:00
718318,145016,468449,2024-09-06 06:23:00
582187,145016,182694,2024-09-06 06:28:00
855232,145016,243189,2024-09-06 06:37:00
117237,145016,831164,2024-09-06 06:35:00
978372,145016,342671,2024-09-06 07:00:00
377217,145016,742922,2024-09-06 06:56:00
781852,145016,694059,2024-09-06 06:30:00
998927,145016,622439,2024-09-06 06:45:00
157158,145016,655930,2024-09-06 07:26:00
682253,145016,351929,2024-09-06 07:27:00
941481,145016,985313,2024-09-06 06:34:00
266002,145016,546216,2024-09-06 07:06:00
672866,145016,142627,2024-09-06 07:17:00
673438,145016,881054,2024-09-06 06:59:00
574681,145016,588585,2024-09-06 06:34:00
839180,145016,204411,2024-09-06 06:43:00
120963,145016,552079,2024-09-06 06:52:00
506156,145016,468431,2024-09-06 06:23:00
194548,145016,851420,2024-09-06 07:37:00
876177,145016,275250,2024-09-06 07:13:00
679530,145016,687165,2024-09-06 06:30:00
612338,145016,246897,2024-09-06 06:45:00
374160,145016,655374,2024-09-06 07:01:00
346562,145016,915422,2024-09-06 06:55:00
879073,145016,392625,2024-09-06 06:47:00
379039,145016,706110,2024-09-06 06:23:00
581021,145016,223163,2024-09-06 06:25:00
782112,145016,423212,2024-09-06 07:06:00
190040,145016,698749,2024-09-06 06:32:00
761951,145016,646480,2024-09-06 06:23:00
386523,145016,729143,2024-09-06 06:42:00
157606,145016,500673,2024-09-06 06:35:00
113844,145016,903443,2024-09-06 06:36:00
690575,145016,346364,2024-09-06 08:02:00
773601,145016,369737,2024-09-06 07:01:00
439632,145016,119017,2024-09-06 06:39:00
702112,145016,395610,2024-09-06 06:31:00
684059,145016,153705,2024-09-06 06:23:00
506669,145016,794048,2024-09-06 06:40:00
891202,145016,489901,2024-09-06 06:46:00
448950,145016,718667,2024-09-06 06:43:00
986216,145016,920004,2024-09-06 06:37:00
581402,145016,400105,2024-09-06 06:43:00
132525,145016,476680,2024-09-06 06:42:00
784911,145016,549211,2024-09-06 06:34:00
790160,145016,414451,2024-09-06 06:36:00
569249,145016,669597,2024-09-06 06:56:00
407469,145016,450390,2024-09-06 06:46:00
729208,145016,618975,2024-09-06 07:04:00
593864,145016,345430,2024-09-06 06:29:00
345773,145016,370314,2024-09-06 07:11:00
390444,145016,286857,2024-09-06 06:27:00
254267,145016,959304,2024-09-06 07:16:00
602764,145016,740152,2024-09-06 07:29:00
907305,145016,443017,2024-09-06 06:35:00
355226,145016,376135,2024-09-06 07:01:00
988397,145016,468920,2024-09-06 06:35:00
645094,145016,332978,2024-09-06 06:27:00
956910,145016,466577,2024-09-06 06:54:00
264399,145016,773669,2024-09-06 06:31:00
956300,145016,853583,2024-09-06 06:34:00
825336,145016,699381,2024-09-06 06:22:00
751048,145016,846645,2024-09-06 06:25:00
425597,145016,160915,2024-09-06 06:34:00
395656,145016,927460,2024-09-06 06:38:00
586028,145016,447813,2024-09-06 06:34:00
609058,145016,607133,2024-09-06 06:29:00
613147,145016,302758,2024-09-06 06:34:00
557680,145016,987500,2024-09-06 07:19:00
391662,145016,350504,2024-09-06 06:49:00
787854,145016,414734,2024-09-06 06:23:00
670866,145016,769367,2024-09-06 06:58:00
401389,145016,313970,2024-09-06 06:32:00
448564,145016,910137,2024-09-06 06:50:00
992039,145016,122878,2024-09-06 06:30:00
462603,145016,147666,2024-09-06 06:44:00
180696,145016,671141,2024-09-06 06:22:00
880269,145016,394046,2024-09-06 06:42:00
448258,145016,150812,2024-09-06 08:14:00
904882,145016,366461,2024-09-06 07:21:00
323738,145016,916170,2024-09-06 06:50:00
123617,145016,431996,2024-09-06 07:13:00
173396,145016,793510,2024-09-06 06:23:00
757569,145016,956565,2024-09-06 06:33:00
758460,145016,212819,2024-09-06 06:33:00
621352,145016,964228,2024-09-06 07:13:00
958332,145016,895771,2024-09-06 06:45:00
471164,145016,653121,2024-09-06 06:57:00
122745,145016,861733,2024-09-06 07:03:00
561210,145016,801414,2024-09-06 06:51:00
467968,145016,172360,2024-09-06 06:28:00
587215,145016,469842,2024-09-06 06:35:00
938409,145016,302977,2024-09-06 06:47:00
225848,145016,348629,2024-09-06 06:28:00
678056,145016,466803,2024-09-06 06:38:00
111262,145016,411780,2024-09-06 06:59:00
269550,145016,455163,2024-09-06 06:45:00
694460,145016,661493,2024-09-06 06:27:00
967449,145016,946452,2024-09-06 06:33:00
966661,145016,345468,2024-09-06 06:40:00
553749,145016,582716,2024-09-06 06:36:00
604040,145016,420450,2024-09-06 06:34:00
244524,145016,120471,2024-09-06 06:37:00
977474,145016,858931,2024-09-06 06:41:00
486817,145016,957339,2024-09-06 07:10:00
716099,145016,554123,2024-09-06 07:01:00
273346,145016,443145,2024-09-06 06:23:00
734539,145016,588871,2024-09-06 06:26:00
482190,145016,358678,2024-09-06 06:22:00
547953,145016,127459,2024-09-06 06:39:00
918669,145016,263987,2024-09-06 06:50:00
882281,145016,832532,2024-09-06 06:36:00
477452,145016,373609,2024-09-06 06:32:00
431737,145016,783454,2024-09-06 06:34:00
841918,145016,791043,2024-09-06 06:23:00
377994,145016,707354,2024-09-06 06:33:00
606303,145016,645589,2024-09-06 08:41:00
506226,145016,860009,2024-09-06 06:24:00
760460,145016,347492,2024-09-06 07:05:00
221139,145016,582612,2024-09-06 06:33:00
562007,145016,213035,2024-09-06 06:46:00
951789,145016,753530,2024-09-06 07:47:00
232652,145016,669781,2024-09-06 06:31:00
657000,145016,561721,2024-09-06 07:01:00
421139,145016,636573,2024-09-06 06:39:00
760177,145016,923047,2024-09-06 06:28:00
460600,145016,912142,2024-09-06 06:23:00
438496,145016,162817,2024-09-06 06:27:00
219583,145016,727075,2024-09-06 06:23:00
491533,145016,464392,2024-09-06 06:55:00
446084,145016,356634,2024-09-06 06:34:00
544977,145016,925370,2024-09-06 07:07:00
576164,145016,114365,2024-09-06 06:45:00
795929,145016,679238,2024-09-06 06:44:00
582013,145016,613040,2024-09-06 06:34:00
528810,145016,402912,2024-09-06 06:44:00
370863,771736,838213,2024-01-14 01:07:58
769939,771736,503297,2024-01-14 01:04:58
807028,771736,477099,2024-01-14 00:53:58
517726,771736,994928,2024-01-14 00:35:58
681748,771736,762974,2024-01-14 00:30:58
424189,771736,328594,2024-01-14 00:37:58
914153,771736,468449,2024-01-14 01:14:58
501103,771736,243189,2024-01-14 00:36:58
193985,771736,245989,2024-01-14 00:41:58
644744,771736,363646,2024-01-14 00:33:58
931404,771736,485359,2024-01-14 00:20:58
626878,771736,183422,2024-01-14 01:05:58
352487,771736,367384,2024-01-14 01:25:58
628082,771736,570830,2024-01-14 00:31:58
681916,771736,162851,2024-01-14 00:31:58
719883,771736,247995,2024-01-14 00:21:58
349391,771736,655930,2024-01-14 00:46:58
209005,771736,126455,2024-01-14 00:23:58
418401,771736,571468,2024-01-14 00:18:58
877098,771736,895062,2024-01-14 00:37:58
837782,771736,843081,2024-01-14 00:17:58
691948,771736,944543,2024-01-14 00:21:58
207731,771736,418591,2024-01-14 00:39:58
939154,771736,112094,2024-01-14 01:39:58
997077,771736,622867,2024-01-14 00:38:58
844619,771736,881054,2024-01-14 00:41:58
368538,771736,522622,2024-01-14 01:07:58
150254,771736,426300,2024-01-14 00:48:58
366225,771736,672878,2024-01-14 00:19:58
808498,771736,854947,2024-01-14 00:19:58
490337,771736,851420,2024-01-14 01:10:58
493107,771736,639175,2024-01-14 00:34:58
782500,771736,875330,2024-01-14 00:17:58
165438,771736,331629,2024-01-14 00:32:58
193794,771736,373496,2024-01-14 00:54:58
241490,771736,923272,2024-01-14 00:17:58
916392,771736,937320,2024-01-14 00:22:58
496216,771736,222136,2024-01-14 01:00:58
410474,771736,655374,2024-01-14 00:33:58
792336,771736,915422,2024-01-14 01:40:58
859894,771736,706110,2024-01-14 01:16:58
385551,771736,227867,2024-01-14 00:29:58
376361,771736,135880,2024-01-14 00:17:58
820547,771736,646480,2024-01-14 01:14:58
684291,771736,475633,2024-01-14 01:00:58
634254,771736,346364,2024-01-14 00:19:58
927956,771736,468478,2024-01-14 00:21:58
693103,771736,119017,2024-01-14 00:31:58
509304,771736,408415,2024-01-14 00:54:58
810707,771736,395610,2024-01-14 00:32:58
275471,771736,169398,2024-01-14 01:32:58
298116,771736,981172,2024-01-14 00:34:58
127437,771736,293953,2024-01-14 00:45:58
909778,771736,412117,2024-01-14 01:16:58
880929,771736,794048,2024-01-14 00:49:58
215171,771736,338715,2024-01-14 00:58:58
578335,771736,139061,2024-01-14 01:00:58
875706,771736,680813,2024-01-14 01:11:58
332503,771736,159628,2024-01-14 00:26:58
421471,771736,603347,2024-01-14 00:33:58
961181,771736,873013,2024-01-14 01:04:58
755844,771736,440399,2024-01-14 00:17:58
346327,771736,377424,2024-01-14 00:32:58
562675,771736,852303,2024-01-14 00:54:58
128147,771736,286857,2024-01-14 00:29:58
562344,771736,959304,2024-01-14 01:38:58
667840,771736,457004,2024-01-14 00:28:58
898548,771736,627658,2024-01-14 00:53:58
193595,771736,877118,2024-01-14 00:19:58
847583,771736,740152,2024-01-14 00:40:58
801176,771736,279621,2024-01-14 00:44:58
996648,771736,638028,2024-01-14 00:37:58
379839,771736,376135,2024-01-14 00:39:58
309691,771736,468920,2024-01-14 00:20:58
246663,771736,667482,2024-01-14 01:08:58
785619,771736,445632,2024-01-14 00:54:58
668679,771736,853583,2024-01-14 00:21:58
778055,771736,594507,2024-01-14 01:19:58
821768,771736,623055,2024-01-14 00:17:58
278874,771736,557703,2024-01-14 00:34:58
453593,771736,195718,2024-01-14 00:24:58
781911,771736,179605,2024-01-14 00:38:58
397252,771736,166767,2024-01-14 00:28:58
646010,771736,694172,2024-01-14 00:51:58
592179,771736,847477,2024-01-14 00:30:58
871240,771736,672618,2024-01-14 00:42:58
460404,771736,979660,2024-01-14 00:35:58
665118,771736,160915,2024-01-14 00:49:58
570020,771736,628262,2024-01-14 01:11:58
626869,771736,651477,2024-01-14 00:34:58
688193,771736,481288,2024-01-14 00:20:58
223291,771736,692832,2024-01-14 00:17:58
676572,771736,538525,2024-01-14 00:46:58
200181,771736,414734,2024-01-14 00:26:58
877477,771736,313970,2024-01-14 01:03:58
292670,771736,213812,2024-01-14 00:18:58
881525,771736,746042,2024-01-14 00:19:58
696806,771736,431996,2024-01-14 00:36:58
817531,771736,370026,2024-01-14 01:30:58
645292,771736,964228,2024-01-14 00:43:58
925687,771736,895771,2024-01-14 00:17:58
578244,771736,861733,2024-01-14 00:41:58
251093,771736,469842,2024-01-14 00:41:58
201794,771736,981928,2024-01-14 00:21:58
880561,771736,466803,2024-01-14 00:35:58
874352,771736,455163,2024-01-14 00:17:58
631648,771736,334416,2024-01-14 00:17:58
401651,771736,248496,2024-01-14 01:06:58
230916,771736,946452,2024-01-14 00:19:58
242176,771736,345468,2024-01-14 00:38:58
639717,771736,582716,2024-01-14 00:28:58
463648,771736,788788,2024-01-14 00:20:58
273621,771736,318448,2024-01-14 00:20:58
746700,771736,358678,2024-01-14 00:44:58
327780,771736,542798,2024-01-14 00:51:58
961828,771736,322728,2024-01-14 00:19:58
881912,771736,262378,2024-01-14 02:18:58
788263,771736,404662,2024-01-14 02:33:58
522062,771736,910476,2024-01-14 00:20:58
395695,771736,951221,2024-01-14 01:07:58
604613,771736,423676,2024-01-14 00:27:58
917200,771736,756465,2024-01-14 00:23:58
940544,771736,373609,2024-01-14 00:59:58
801054,771736,713908,2024-01-14 00:26:58
156898,771736,805445,2024-01-14 00:42:58
874624,771736,785975,2024-01-14 02:01:58
707526,771736,783454,2024-01-14 00:25:58
426090,771736,283718,2024-01-14 01:11:58
910853,771736,645589,2024-01-14 00:18:58
566688,771736,967410,2024-01-14 00:49:58
520023,771736,638505,2024-01-14 00:50:58
759765,771736,970739,2024-01-14 00:43:58
570755,771736,590626,2024-01-14 00:29:58
900111,771736,763783,2024-01-14 00:38:58
291241,771736,939003,2024-01-14 00:30:58
391068,771736,690737,2024-01-14 00:25:58
437182,771736,636573,2024-01-14 00:36:58
432452,771736,201906,2024-01-14 00:45:58
849909,771736,727075,2024-01-14 00:25:58
360845,771736,262439,2024-01-14 00:52:58
126874,771736,742676,2024-01-14 00:41:58
451695,771736,356634,2024-01-14 02:44:58
989063,771736,770681,2024-01-14 00:28:58
345651,771736,404454,2024-01-14 00:27:58
622531,771736,410362,2024-01-14 00:31:58
366478,162548,838213,2024-06-09 10:11:36
497755,162548,141277,2024-06-09 09:50:36
760762,162548,807448,2024-06-09 09:28:36
545800,162548,587632,2024-06-09 09:21:36
785501,162548,791038,2024-06-09 09:31:36
308454,162548,542528,2024-06-09 09:38:36
738607,162548,218570,2024-06-09 09:55:36
737677,162548,182363,2024-06-09 10:04:36
966858,162548,243189,2024-06-09 09:31:36
847405,162548,423700,2024-06-09 09:53:36
699155,162548,245989,2024-06-09 10:24:36
617189,162548,595206,2024-06-09 09:17:36
472090,162548,162851,2024-06-09 11:03:36
230297,162548,833140,2024-06-09 09:21:36
204137,162548,496636,2024-06-09 10:23:36
595965,162548,133334,2024-06-09 09:52:36
150648,162548,600583,2024-06-09 09:19:36
640330,162548,962561,2024-06-09 09:35:36
998608,162548,448266,2024-06-09 11:16:36
693140,162548,201438,2024-06-09 10:11:36
686813,162548,689667,2024-06-09 09:47:36
546470,162548,126455,2024-06-09 10:10:36
220033,162548,796029,2024-06-09 09:21:36
904023,162548,381922,2024-06-09 09:19:36
916525,162548,698740,2024-06-09 10:15:36
828780,162548,763006,2024-06-09 09:24:36
275528,162548,359633,2024-06-09 09:50:36
376584,162548,418591,2024-06-09 09:28:36
332468,162548,560738,2024-06-09 10:45:36
269934,162548,642246,2024-06-09 10:40:36
923264,162548,828761,2024-06-09 09:32:36
658859,162548,837555,2024-06-09 09:48:36
871027,162548,137940,2024-06-09 09:26:36
275831,162548,622867,2024-06-09 09:46:36
373794,162548,881054,2024-06-09 09:19:36
494533,162548,426300,2024-06-09 10:13:36
793275,162548,204411,2024-06-09 09:44:36
227470,162548,796746,2024-06-09 09:39:36
574433,162548,309915,2024-06-09 10:10:36
975544,162548,639175,2024-06-09 09:24:36
133588,162548,252460,2024-06-09 09:42:36
233533,162548,393702,2024-06-09 09:49:36
117558,162548,331629,2024-06-09 09:56:36
348155,162548,222136,2024-06-09 09:20:36
314379,162548,344699,2024-06-09 09:47:36
214498,162548,688314,2024-06-09 09:51:36
255448,162548,180709,2024-06-09 09:34:36
558511,162548,915422,2024-06-09 09:35:36
580695,162548,392625,2024-06-09 09:25:36
481686,162548,323570,2024-06-09 09:37:36
561617,162548,636559,2024-06-09 09:23:36
584095,162548,223163,2024-06-09 10:03:36
167934,162548,773879,2024-06-09 09:30:36
986720,162548,636095,2024-06-09 10:16:36
730906,162548,227867,2024-06-09 09:20:36
156427,162548,665184,2024-06-09 09:20:36
582291,162548,770849,2024-06-09 09:32:36
459324,162548,500673,2024-06-09 09:59:36
229447,162548,477746,2024-06-09 09:30:36
863091,162548,840385,2024-06-09 09:21:36
463081,162548,496182,2024-06-09 09:22:36
424111,162548,753675,2024-06-09 09:42:36
716039,162548,372172,2024-06-09 09:49:36
840747,162548,126586,2024-06-09 09:39:36
620683,162548,419344,2024-06-09 10:26:36
478217,162548,794048,2024-06-09 09:36:36
942777,162548,149120,2024-06-09 09:27:36
498127,162548,717404,2024-06-09 09:47:36
640810,162548,602894,2024-06-09 09:18:36
734154,162548,321170,2024-06-09 09:18:36
639752,162548,209656,2024-06-09 09:17:36
634109,162548,512356,2024-06-09 09:29:36
834148,162548,825129,2024-06-09 09:17:36
976256,162548,368996,2024-06-09 09:51:36
267918,162548,632986,2024-06-09 09:29:36
214842,162548,210986,2024-06-09 13:01:36
962932,162548,535985,2024-06-09 09:22:36
250071,162548,966111,2024-06-09 09:21:36
729743,162548,852303,2024-06-09 10:45:36
472448,162548,457004,2024-06-09 09:18:36
241416,162548,407516,2024-06-09 09:57:36
165642,162548,231506,2024-06-09 09:38:36
792833,162548,740152,2024-06-09 09:23:36
665732,162548,181637,2024-06-09 09:35:36
491387,162548,376135,2024-06-09 09:22:36
165670,162548,559828,2024-06-09 09:22:36
756600,162548,773669,2024-06-09 09:56:36
405474,162548,853583,2024-06-09 09:46:36
382758,162548,594507,2024-06-09 09:48:36
437357,162548,623055,2024-06-09 09:52:36
260615,162548,557703,2024-06-09 10:19:36
518205,162548,195718,2024-06-09 10:07:36
186912,162548,721246,2024-06-09 09:37:36
596525,162548,239097,2024-06-09 09:19:36
693716,162548,748054,2024-06-09 10:40:36
836067,162548,847477,2024-06-09 10:06:36
981770,162548,148192,2024-06-09 09:19:36
215629,162548,352002,2024-06-09 09:21:36
452696,162548,716315,2024-06-09 09:17:36
241947,162548,651477,2024-06-09 09:19:36
234808,162548,751098,2024-06-09 09:33:36
836966,162548,987500,2024-06-09 10:48:36
860312,162548,579517,2024-06-09 09:41:36
242284,162548,414734,2024-06-09 09:24:36
393509,162548,675956,2024-06-09 10:15:36
443356,162548,913521,2024-06-09 09:19:36
715074,162548,443108,2024-06-09 09:31:36
719045,162548,167539,2024-06-09 09:21:36
730189,162548,150812,2024-06-09 09:35:36
115682,162548,366461,2024-06-09 09:17:36
216646,162548,793510,2024-06-09 09:31:36
762629,162548,604459,2024-06-09 09:26:36
970151,162548,370026,2024-06-09 10:28:36
670840,162548,268388,2024-06-09 09:16:36
296731,162548,881889,2024-06-09 11:37:36
904751,162548,861733,2024-06-09 09:44:36
262689,162548,302977,2024-06-09 09:59:36
283063,162548,459663,2024-06-09 09:31:36
273264,162548,993460,2024-06-09 09:35:36
399654,162548,946452,2024-06-09 09:17:36
403971,162548,345468,2024-06-09 09:48:36
185511,162548,318448,2024-06-09 10:03:36
361332,162548,554123,2024-06-09 09:45:36
700480,162548,958035,2024-06-09 09:18:36
775178,162548,753970,2024-06-09 09:28:36
250460,162548,127518,2024-06-09 09:24:36
589896,162548,473375,2024-06-09 09:20:36
166171,162548,307703,2024-06-09 10:34:36
581070,162548,855693,2024-06-09 09:24:36
718362,162548,701712,2024-06-09 09:29:36
326886,162548,783454,2024-06-09 10:44:36
803057,162548,218307,2024-06-09 09:59:36
856814,162548,690737,2024-06-09 11:21:36
797525,162548,618825,2024-06-09 10:33:36
716641,162548,638619,2024-06-09 09:46:36
991659,162548,836969,2024-06-09 09:46:36
787527,162548,665300,2024-06-09 09:20:36
296809,162548,667074,2024-06-09 10:26:36
702711,162548,244424,2024-06-09 09:52:36
490606,162548,851404,2024-06-09 10:04:36
639685,162548,727075,2024-06-09 09:26:36
121143,162548,243403,2024-06-09 09:35:36
674942,162548,255792,2024-06-09 09:36:36
728024,162548,422251,2024-06-09 09:31:36
827633,162548,675994,2024-06-09 09:40:36
781628,162548,267847,2024-06-09 09:26:36
608222,162548,402912,2024-06-09 09:30:36
155166,969665,503297,2024-06-11 12:10:08
286865,969665,881491,2024-06-11 11:27:08
684881,969665,673757,2024-06-11 11:05:08
456152,969665,527562,2024-06-11 11:16:08
254589,969665,675687,2024-06-11 10:47:08
321729,969665,587632,2024-06-11 11:01:08
693187,969665,785203,2024-06-11 12:01:08
930846,969665,791038,2024-06-11 11:24:08
332249,969665,741156,2024-06-11 12:08:08
620420,969665,501264,2024-06-11 10:54:08
224779,969665,494825,2024-06-11 11:10:08
734507,969665,328594,2024-06-11 10:52:08
867463,969665,218570,2024-06-11 11:27:08
250629,969665,468449,2024-06-11 10:49:08
283144,969665,182363,2024-06-11 10:58:08
608234,969665,884279,2024-06-11 11:04:08
419515,969665,363646,2024-06-11 10:50:08
454114,969665,271517,2024-06-11 11:01:08
870621,969665,760373,2024-06-11 11:25:08
727620,969665,162851,2024-06-11 10:56:08
154123,969665,540525,2024-06-11 11:16:08
111766,969665,133334,2024-06-11 10:50:08
840660,969665,889306,2024-06-11 11:23:08
233602,969665,201438,2024-06-11 10:58:08
562679,969665,133281,2024-06-11 10:55:08
476655,969665,796029,2024-06-11 11:10:08
369370,969665,562233,2024-06-11 11:52:08
658255,969665,698740,2024-06-11 10:48:08
561013,969665,436768,2024-06-11 11:11:08
304009,969665,944543,2024-06-11 10:50:08
178893,969665,112094,2024-06-11 11:34:08
714416,969665,881054,2024-06-11 10:47:08
397544,969665,211931,2024-06-11 11:45:08
674200,969665,643370,2024-06-11 10:51:08
419914,969665,426300,2024-06-11 11:27:08
864494,969665,204411,2024-06-11 11:07:08
559078,969665,851420,2024-06-11 11:42:08
452397,969665,639175,2024-06-11 10:51:08
255263,969665,891175,2024-06-11 11:11:08
161004,969665,410002,2024-06-11 11:27:08
831922,969665,923272,2024-06-11 11:36:08
866315,969665,222136,2024-06-11 11:49:08
799694,969665,344699,2024-06-11 11:36:08
730537,969665,655374,2024-06-11 11:01:08
804264,969665,310398,2024-06-11 11:22:08
130934,969665,815006,2024-06-11 11:16:08
903595,969665,195453,2024-06-11 10:54:08
307899,969665,915422,2024-06-11 11:56:08
411600,969665,636559,2024-06-11 11:49:08
843916,969665,223163,2024-06-11 11:27:08
961936,969665,729711,2024-06-11 10:48:08
535265,969665,270705,2024-06-11 10:51:08
231602,969665,500673,2024-06-11 12:14:08
881845,969665,922093,2024-06-11 14:17:08
287400,969665,468478,2024-06-11 11:48:08
178890,969665,630990,2024-06-11 12:16:08
950573,969665,961104,2024-06-11 10:53:08
486774,969665,889222,2024-06-11 10:57:08
668371,969665,431999,2024-06-11 11:18:08
264428,969665,458856,2024-06-11 11:15:08
129887,969665,651283,2024-06-11 11:23:08
